"gene_id" "GSM158644.CEL"
"AUP1" 8.45277
"AURKA" 7.19113397598267
"AURKAIP1" 9.75818
"AURKB" 6.64459
"AURKC" 7.34855
"AUTS2" 9.54253
"AVEN" 7.60682
"AVIL" 5.38596487045288
"AVL9" 7.88580346914826
"AVP" 6.70033
"AVPI1" 9.2511
"AVPR1A" 7.46509408950806
"AVPR1B" 8.18222
"AVPR2" 6.61767625808716
"AXIN1" 9.13341
"AXL" 8.01834678649902
"AZGP1" 10.0996
"AZGP1P1" 5.16178
"AZI2" 5.84556
"AZIN1" 9.02021397191431
"AZU1" 6.50001
"B2M" 12.7838926315308
"B3GALNT1" 5.26960081470351
"B3GALT1" 5.95907
"B3GALT2" 4.43817186355591
"B3GALT4" 8.14698
"B3GALT5" 6.68436
"B3GAT1" 8.24239
"B3GAT3" 7.63576316833496
"B3GNT1" 8.64628
"B3GNT2" 7.44666
"B3GNT3" 8.42011
"B3GNT4" 7.89289
"B3GNTL1" 6.89333040233073
"B4GALNT1" 7.01022
"B4GALT1" 9.16893359849726
"B4GALT2" 7.65245
"B4GALT3" 9.48662
"B4GALT4" 7.4993182165722
"B4GALT5" 8.7552464621654
"B4GALT6" 5.67212104797363
"B4GALT7" 7.85061512014572
"B9D1" 7.926926612854
"B9D2" 7.47767
"BAALC" 6.10493
"BAAT" 7.3567
"BABAM1" 8.443
"BACE1" 7.98702
"BACE2" 8.62696
"BACH1" 6.34098
"BACH2" 6.30059
"BAD" 7.39481623207
"BAG1" 9.61264514923096
"BAG2" 5.18995
"BAG3" 10.4682
"BAG4" 6.18343
"BAG5" 9.20536347214505
"BAG6" 9.11608882741325
"BAGE" 5.13009
"BAHCC1" 6.8426
"BAHD1" 7.47944
"BAI1" 6.01409
"BAI2" 6.29085
"BAI3" 5.47660064697266
"BAIAP2" 8.58685463894227
"BAIAP2L2" 5.99642
"BAIAP3" 8.46594668120161
"BAK1" 7.19099
"BAMBI" 9.10282
"BANF1" 8.3188
"BANK1" 5.41793
"BANP" 9.18268
"BAP1" 8.63526
"BARD1" 7.01601
"BARX1" 6.06757
"BARX2" 7.3504
"BASP1" 9.2515
"BATF" 8.76717
"BATF3" 8.17858
"BAX" 6.24279308319092
"BAZ1A" 8.50104462651648
"BAZ1B" 8.00724029541016
"BAZ2A" 8.36927784687184
"BAZ2B" 8.12151
"BBIP1" 7.58439826965332
"BBOX1" 9.00633
"BBS1" 9.0603
"BBS10" 5.24993
"BBS4" 7.34200572967529
"BBS7" 5.04691
"BBS9" 7.99907445907593
"BBX" 7.22841358184814
"BCAM" 9.59774846318419
"BCAN" 8.5955029642628
"BCAP29" 6.32799
"BCAP31" 9.86583
"BCAR3" 6.15904
"BCAS1" 6.68591
"BCAS2" 9.11082
"BCAS3" 8.43099
"BCAS4" 7.33889
"BCAT1" 8.16240406036377
"BCAT2" 8.13192939758301
"BCCIP" 7.37295
"BCHE" 5.22311
"BCKDHA" 9.87971
"BCKDHB" 7.91766535202025
"BCKDK" 8.13175
"BCL10" 8.81063
"BCL11A" 9.18582926772837
"BCL11B" 5.61374
"BCL2" 9.42101569345973
"BCL2A1" 5.87929
"BCL2L1" 9.13162040181258
"BCL2L10" 6.43284
"BCL2L11" 5.55771673577295
"BCL2L13" 8.55534
"BCL2L14" 8.43335
"BCL2L2" 8.2556
"BCL3" 9.4721539670312
"BCL6" 10.21994972229
"BCL7A" 8.2543555208918
"BCL7B" 7.89845
"BCL7C" 8.79141
"BCL9" 8.74174
"BCLAF1" 9.6317946756593
"BCO1" 5.97015
"BCOR" 5.34178
"BCORL1" 9.1261
"BCR" 7.48004913330078
"BCS1L" 8.73697
"BDH1" 7.56794
"BDH2" 9.66117
"BDKRB1" 7.03095
"BDKRB2" 6.47736
"BDNF" 5.68314
"BEAN1" 6.8235
"BECN1" 8.50863501596365
"BEGAIN" 7.18815
"BEND5" 6.02234
"BEST1" 6.9703
"BEST2" 7.25392
"BET1" 8.02281
"BET1L" 6.37801
"BEX1" 7.01118
"BEX4" 7.22257
"BFAR" 8.02505
"BFSP1" 6.41926
"BFSP2" 5.9856
"BGN" 7.82269403656547
"BHLHB9" 6.7928
"BHLHE40" 11.5827916516499
"BHLHE41" 8.381
"BHMT" 7.55562
"BHMT2" 6.71868
"BICC1" 7.02075070739853
"BICD1" 8.4077844619751
"BICD2" 7.33126155081465
"BID" 8.27772
"BIK" 9.07151
"BIN1" 8.53320361705895
"BIN2" 7.18368
"BIN3" 7.49608
"BIN3-IT1" 7.60147
"BIRC2" 10.6964
"BIRC3" 5.56936
"BIRC5" 8.68925328452674
"BIRC7" 6.09736
"BLCAP" 9.22088
"BLK" 7.52111462918719
"BLM" 7.90419
"BLMH" 7.30844
"BLNK" 7.24094
"BLOC1S1" 8.81952
"BLVRA" 10.6828557800514
"BLVRB" 9.66069
"BLZF1" 5.36768546071788
"BMP1" 8.54358083351534
"BMP10" 7.14172
"BMP15" 7.07128
"BMP2" 7.11978263775422
"BMP2K" 6.49784705611279
"BMP3" 7.24468
"BMP4" 7.73961
"BMP5" 7.13297438299311
"BMP6" 7.23101234436035
"BMP7" 8.22192238185465
"BMP8A" 8.32055759429932
"BMP8B" 6.45907
"BMPR1A" 8.12036323547363
"BMPR1B" 7.81254
"BMPR2" 6.17396183095332
"BMS1" 8.45394
"BMX" 6.79068
"BNC1" 6.14883
"BNC2" 8.16759
"BNIP1" 8.28264713287354
"BNIP2" 7.34868
"BNIP3" 9.76001119612112
"BNIP3L" 9.02687607971103
"BOLA1" 7.13523
"BOP1" 6.98986768722534
"BORA" 7.20711
"BPESC1" 4.60674
"BPGM" 6.99808
"BPHL" 6.87166
"BPI" 7.72706
"BPIFA1" 7.551
"BPNT1" 4.76596
"BPTF" 7.78353493050396
"BPY2" 6.38159
"BRAF" 7.88003
"BRAP" 8.24727325016673
"BRCA1" 7.54632009444782
"BRCA2" 5.20693548400557
"BRCC3" 7.29764970888018
"BRD1" 7.83317375183105
"BRD2" 9.16108703613281
"BRD3" 8.80338287353516
"BRD4" 8.79082775115967
"BRD7" 6.25569
"BRD7P3" 6.24492
"BRD8" 9.80667304992676
"BRD9" 9.02775
"BRDT" 5.37438
"BRE" 9.4223575592041
"BRF1" 7.62149034056294
"BRF2" 9.1939856840143
"BRINP1" 7.12776
"BRINP2" 6.82504
"BRINP3" 5.05791
"BRIP1" 5.27915
"BRIX1" 5.67135
"BRMS1" 7.70394
"BRPF1" 8.6948
"BRS3" 6.56289
"BRSK2" 5.81863
"BRWD1" 6.41515827178955
"BSDC1" 8.41196537017822
"BSG" 8.05079
"BSN" 7.09923
"BSPRY" 9.80517
"BST1" 7.31638
"BST2" 6.93716
"BTAF1" 8.02192
"BTBD1" 9.15452
"BTBD18" 7.33917
"BTBD2" 7.33813
"BTBD3" 8.35974
"BTBD7" 6.22083438423075
"BTC" 4.37141
"BTD" 7.92295122146606
"BTF3" 11.425906723339
"BTF3P11" 4.50202
"BTG1" 9.9786815929669
"BTG2" 11.3879660919837
"BTG3" 9.09049037203663
"BTG4" 6.30369
"BTK" 7.43704
"BTN1A1" 7.35825
"BTN2A1" 8.37119388580322
"BTN2A2" 7.93567228317261
"BTN2A3P" 6.72855
"BTN3A1" 8.58612966949912
"BTN3A2" 6.90284881290487
"BTN3A3" 7.05127048492432
"BTNL2" 6.48172
"BTNL3" 8.054
"BTNL8" 7.935
"BTRC" 8.72000217437744
"BUB1" 7.94179055358427
"BUB1B" 7.72786
"BUB3" 10.2422177373249
"BUD31" 8.62645
"BYSL" 8.59223
"BZRAP1" 8.4707
"BZW1" 9.40386278599338
"BZW2" 10.6231
"C10orf10" 9.8915301221076
"C10orf12" 6.91506814956665
"C10orf2" 7.99374
"C10orf76" 9.86188793182373
"C10orf88" 6.46989
"C10orf95" 6.75726
"C11orf1" 5.24407
"C11orf16" 8.89151
"C11orf21" 7.21093
"C11orf24" 8.64506316970862
"C11orf30" 5.50557
"C11orf48" 8.6835
"C11orf49" 8.12007
"C11orf57" 8.3225
"C11orf58" 9.75185489654541
"C11orf63" 6.32535
"C11orf68" 9.48668
"C11orf71" 7.72277
"C11orf73" 4.58601
"C11orf80" 6.82026
"C11orf95" 8.16328
"C12orf10" 8.26598
"C12orf29" 7.93484
"C12orf4" 7.55136
"C12orf43" 6.99939
"C12orf49" 8.75488
"C12orf5" 6.7934
"C14orf1" 9.2545337677002
"C14orf105" 4.49984
"C14orf132" 7.85467
"C14orf159" 7.77009
"C14orf166" 10.2233
"C14orf169" 8.88953
"C14orf2" 11.2272298253599
"C14orf79" 8.16827
"C14orf93" 7.13226
"C15orf39" 8.52050018310547
"C16orf3" 7.06161
"C16orf45" 6.74269
"C16orf58" 7.728346824646
"C16orf59" 7.88305
"C16orf62" 8.74961
"C16orf70" 5.74109
"C16orf71" 6.93317
"C16orf72" 8.56454
"C17orf53" 7.59696
"C17orf59" 7.78604
"C17orf62" 7.78799
"C17orf70" 8.37529
"C17orf75" 4.70074
"C17orf80" 5.72024
"C17orf85" 8.31041
"C18orf25" 7.99025869369507
"C18orf8" 7.30621
"C19orf10" 10.0347634098957
"C19orf24" 7.43763
"C19orf26" 5.20254
"C19orf40" 6.13707
"C19orf53" 9.62102
"C19orf54" 8.09779
"C19orf57" 8.61812
"C19orf60" 8.71003043005632
"C19orf66" 9.31361389160156
"C19orf73" 6.88195
"C19orf80" 6.37833
"C1D" 6.5262
"C1GALT1" 5.93432
"C1GALT1C1" 8.20685
"C1QA" 7.12391
"C1QB" 6.07813
"C1QBP" 9.50470163948667
"C1QL1" 7.73134517669678
"C1QTNF1" 8.11132
"C1QTNF3" 7.70248
"C1QTNF9B-AS1" 8.33856
"C1R" 7.95164
"C1RL" 7.28511
"C1S" 8.38547
"C1orf105" 8.07055
"C1orf106" 8.13156
"C1orf109" 5.86374
"C1orf112" 5.23684
"C1orf115" 8.53664
"C1orf116" 8.03334617614746
"C1orf123" 9.38324
"C1orf159" 7.36953
"C1orf174" 8.0536
"C1orf21" 7.40909
"C1orf216" 7.98998
"C1orf27" 8.14982
"C1orf35" 7.73112
"C1orf50" 7.80752
"C1orf54" 7.89286
"C1orf56" 6.56921
"C1orf61" 9.01183700561523
"C1orf68" 8.45076500048545
"C1orf95" 7.50704
"C2" 7.96164
"C20orf195" 6.73973
"C20orf27" 7.99541425704956
"C21orf2" 8.53752736318097
"C21orf33" 9.84195995330811
"C21orf59" 8.10633
"C21orf62" 6.43752
"C21orf91" 8.01834
"C22orf24" 6.84904
"C22orf29" 7.92919
"C22orf31" 6.2672
"C22orf46" 6.06475
"C2CD2" 8.55088
"C2CD2L" 7.99484395980835
"C2CD3" 8.24675867212286
"C2CD5" 8.68619
"C2orf27A" 8.56344
"C2orf42" 8.13405
"C2orf43" 7.43374100676202
"C2orf44" 6.66995
"C2orf47" 9.0635
"C2orf49" 6.88242
"C2orf54" 8.53012
"C2orf68" 8.12824821472168
"C2orf72" 7.911217212677
"C2orf83" 6.5485
"C3" 9.69621
"C3AR1" 7.73229
"C3orf14" 10.079
"C3orf18" 8.31166
"C3orf27" 7.1764
"C3orf36" 7.15738
"C3orf52" 7.16123
"C4BPA" 8.01352
"C4BPB" 6.05204
"C4orf19" 6.41327
"C4orf27" 9.33036
"C4orf29" 6.04478
"C4orf6" 6.41598
"C5" 6.45141
"C5AR1" 6.55714
"C5AR2" 5.74556
"C5orf15" 9.93789
"C5orf22" 7.43307
"C5orf28" 5.88244
"C5orf30" 7.80808
"C5orf42" 6.90897
"C5orf45" 7.82099
"C5orf66" 8.12597
"C6" 7.11833
"C6orf10" 5.49682
"C6orf106" 8.89399816908298
"C6orf120" 7.65169006020421
"C6orf123" 6.2554
"C6orf15" 8.41955
"C6orf211" 6.48425
"C6orf25" 6.00917
"C6orf47" 8.13073
"C6orf48" 9.56324
"C6orf62" 8.54595749421101
"C7" 6.13485
"C7orf26" 8.97980300240293
"C7orf43" 7.83512
"C7orf69" 6.89454
"C8A" 5.86001
"C8B" 7.9381
"C8G" 6.14998
"C8orf17" 6.39166
"C8orf33" 7.2651
"C8orf4" 7.46178
"C8orf44" 5.75888
"C8orf60" 7.85515
"C9" 4.74121
"C9orf114" 7.41534
"C9orf116" 7.75481796264648
"C9orf156" 8.51911470723577
"C9orf16" 9.32699186587292
"C9orf3" 7.43233
"C9orf40" 5.3932
"C9orf53" 6.80168
"C9orf78" 8.85901
"C9orf9" 6.03948
"C9orf91" 7.44943
"CA1" 8.0693265724547
"CA10" 5.44617
"CA11" 7.0732
"CA12" 11.5059747695923
"CA14" 7.80406
"CA2" 7.07412
"CA3" 5.24866
"CA4" 6.19799041748047
"CA5A" 6.75793
"CA5B" 7.31241845292397
"CA5BP1" 7.72032
"CA6" 7.70979
"CA7" 7.79525
"CA8" 7.37734
"CA9" 7.7293
"CAAP1" 7.90652
"CAB39" 7.94865
"CAB39L" 7.8919
"CABIN1" 7.90189555514324
"CABP1" 7.0114744673288
"CABP2" 5.85896
"CABP5" 6.3074
"CABYR" 6.90597
"CACFD1" 10.2693526691319
"CACNA1A" 7.6047144782297
"CACNA1B" 6.60206
"CACNA1C" 6.70607233047485
"CACNA1D" 7.1601128578186
"CACNA1E" 6.68838
"CACNA1F" 8.24234
"CACNA1G" 7.97957253144625
"CACNA1H" 7.71139
"CACNA1I" 7.53786106718762
"CACNA1S" 6.186
"CACNA2D1" 6.42418
"CACNA2D2" 7.50698
"CACNA2D3" 5.44081
"CACNB1" 6.94711275943167
"CACNB2" 6.35430479049683
"CACNB3" 9.18918991088867
"CACNB4" 7.37288
"CACNG1" 6.54479
"CACNG2" 7.22787
"CACNG3" 7.01277
"CACNG4" 10.7162015220999
"CACNG5" 7.25921
"CACTIN" 8.56244035661818
"CACYBP" 9.68044619477154
"CAD" 8.46201
"CADM1" 9.21054328076527
"CADM3" 8.49971675872803
"CADM3-AS1" 7.60976
"CADM4" 7.6761162748781
"CADPS" 5.14606
"CADPS2" 10.0701
"CALB1" 6.25802564620972
"CALB2" 7.59067
"CALCA" 7.94056811372233
"CALCB" 5.87888
"CALCOCO1" 8.57843
"CALCOCO2" 9.04463
"CALCR" 6.69031501829633
"CALCRL" 7.43851280212402
"CALD1" 10.4768099310138
"CALHM2" 7.7049880027771
"CALM1" 7.59958
"CALML3" 7.98071336392604
"CALML4" 6.43160963058472
"CALML5" 5.30869
"CALR" 10.6016369598552
"CALU" 9.5834381293203
"CALY" 5.6768
"CAMK1" 5.57818
"CAMK1D" 6.54228
"CAMK1G" 8.411057472229
"CAMK2A" 8.07482760458
"CAMK2B" 8.28708354536598
"CAMK2G" 8.3737451035624
"CAMK2N1" 10.2316
"CAMK4" 6.58356
"CAMKK2" 9.71827159700559
"CAMKMT" 7.42453
"CAMKV" 7.9191
"CAMLG" 9.28047
"CAMP" 7.65544
"CAMSAP1" 8.62608933662414
"CAMSAP2" 8.14265523935523
"CAMTA1" 6.01834
"CAMTA2" 8.58644
"CAND1" 7.2391188664409
"CAND2" 7.85139
"CANT1" 10.1221961975098
"CANX" 11.9305095672607
"CAP1" 11.172513961792
"CAP2" 8.35870727880456
"CAPG" 8.11292
"CAPN1" 7.64984
"CAPN10" 8.54691982269287
"CAPN11" 5.83806
"CAPN15" 6.1087
"CAPN2" 10.6563348770142
"CAPN3" 7.88606977462769
"CAPN5" 6.12765
"CAPN6" 6.57054853439331
"CAPN7" 7.14111190366694
"CAPN9" 6.94655376686423
"CAPNS1" 9.49687
"CAPRIN1" 8.18717578563592
"CAPRIN2" 6.94437
"CAPZA1" 9.9157
"CAPZA2" 8.86840822783898
"CAPZB" 10.275930936997
"CARD10" 8.61294521552677
"CARD14" 7.34402044813457
"CARD8" 7.52333
"CARD9" 7.20272
"CARF" 4.81721
"CARHSP1" 9.40587
"CARKD" 8.93184
"CARS" 10.7770776222814
"CARS2" 8.77251
"CARTPT" 6.70414
"CASC1" 5.75543
"CASC3" 8.43485
"CASC5" 4.7341
"CASD1" 7.33247
"CASK" 9.10296020192782
"CASKIN2" 7.44836330413818
"CASP1" 7.83163575006602
"CASP10" 7.76344021670161
"CASP2" 7.44093961634236
"CASP3" 7.16621
"CASP4" 7.40005826950073
"CASP5" 6.22716
"CASP6" 7.73750114440918
"CASP7" 7.29375
"CASP8" 7.48122076029136
"CASP8AP2" 5.2794
"CASP9" 8.3333807587467
"CASQ1" 6.46272
"CASQ2" 7.60367
"CASR" 7.55961608886719
"CASS4" 6.18719
"CAST" 10.7872456463067
"CASZ1" 8.37808
"CAT" 10.1131362915039
"CATR1" 5.7887
"CATSPERB" 6.02101
"CATSPERG" 6.07369
"CAV1" 8.434225489997
"CAV2" 8.18008804321289
"CAV3" 8.76743
"CBFA2T2" 8.05397701263428
"CBFA2T3" 6.06195
"CBFB" 9.42183494567871
"CBL" 7.10714
"CBLB" 7.49968977443078
"CBLC" 6.15891
"CBLL1" 5.25199
"CBLN1" 6.02686
"CBR1" 6.99485
"CBR3" 7.83265
"CBR4" 7.43658
"CBS" 6.55267
"CBX1" 9.17095
"CBX2" 7.08361
"CBX3" 11.0283660888672
"CBX4" 6.53595
"CBX5" 8.59842466823338
"CBX6" 9.78412923784196
"CBX7" 8.03264
"CBX8" 6.93383
"CBY1" 9.59797
"CC2D1A" 7.2527092030384
"CCAR2" 5.21484
"CCBL1" 8.48896
"CCBL2" 8.97209
"CCDC101" 8.49555547524681
"CCDC102B" 4.34683
"CCDC106" 6.17071
"CCDC109B" 8.72206
"CCDC121" 4.88424
"CCDC130" 8.76638
"CCDC132" 6.42537
"CCDC134" 6.79951
"CCDC144A" 4.70502
"CCDC15" 6.64507
"CCDC170" 7.01238
"CCDC176" 9.08914
"CCDC177" 6.96908
"CCDC181" 4.94958
"CCDC186" 6.68507
"CCDC22" 6.3059037486037
"CCDC25" 8.60844
"CCDC28A" 8.52441
"CCDC28B" 6.4114595269561
"CCDC30" 6.89059
"CCDC33" 6.43008
"CCDC40" 6.74592447280884
"CCDC47" 9.42757
"CCDC51" 7.83141
"CCDC53" 8.42461
"CCDC57" 6.66046
"CCDC59" 8.84131
"CCDC6" 8.14693
"CCDC64" 6.54429
"CCDC68" 6.32002
"CCDC69" 5.63861
"CCDC7" 7.56693
"CCDC70" 6.27964
"CCDC71" 7.75638
"CCDC81" 6.66454
"CCDC82" 5.99465
"CCDC85B" 7.81615920300338
"CCDC85C" 6.48543
"CCDC86" 9.37011
"CCDC87" 8.06056
"CCDC88A" 6.4211138693599
"CCDC88C" 6.69244
"CCDC9" 8.86465
"CCDC90B" 9.26338
"CCDC91" 6.8536
"CCDC92" 8.40528
"CCDC93" 7.1635799407959
"CCDC94" 7.43928
"CCHCR1" 8.56502914428711
"CCIN" 7.63488
"CCK" 6.62771
"CCKAR" 7.92708730697632
"CCKBR" 6.33006
"CCL1" 7.16132
"CCL11" 6.79833
"CCL13" 8.08259534385474
"CCL16" 7.16098
"CCL17" 6.0291
"CCL18" 6.90108346939087
"CCL19" 6.92763
"CCL2" 7.92028
"CCL20" 6.59306
"CCL21" 7.44401
"CCL22" 8.16955
"CCL23" 5.39421415328979
"CCL24" 6.0429
"CCL25" 7.48817
"CCL27" 5.53969
"CCL4" 8.37629
"CCL5" 6.62016336489183
"CCL7" 5.96571
"CCL8" 7.05424
"CCNA1" 6.24988
"CCNA2" 7.13311450542655
"CCNB1" 6.83649
"CCNB1IP1" 8.99076
"CCNB2" 8.05667
"CCNC" 9.19278
"CCND1" 10.0980303070677
"CCND2" 6.42527051312128
"CCND3" 9.75389
"CCNE1" 7.51053
"CCNE2" 5.85771465301514
"CCNF" 7.95115423202515
"CCNG1" 10.5185
"CCNG2" 10.1990213394165
"CCNH" 9.53285
"CCNI" 10.990553855896
"CCNJ" 5.69405
"CCNJL" 6.68841
"CCNK" 6.7772
"CCNL1" 8.98639
"CCNL2" 7.59556
"CCNO" 7.56539
"CCNT1" 8.43048
"CCNT2" 5.77032624493302
"CCP110" 8.22263
"CCPG1" 6.00853
"CCR1" 7.28366804122925
"CCR10" 6.01628
"CCR2" 6.91452169418335
"CCR3" 6.80009
"CCR4" 7.31993
"CCR5" 9.25475
"CCR6" 4.91459
"CCR7" 6.74875
"CCR8" 6.91204
"CCR9" 6.16337
"CCRL2" 7.18203
"CCRN4L" 7.33531
"CCS" 7.93028
"CCSER2" 9.36251163482666
"CCT2" 10.0156378609687
"CCT3" 10.0159
"CCT4" 11.2262
"CCT5" 9.72938
"CCT6A" 9.59331703186035
"CCT6B" 7.12647
"CCT7" 9.8186
"CCT8" 10.3309078216553
"CCT8L2" 6.56068
"CCZ1" 7.63563
"CCZ1B" 6.23999
"CD101" 6.27047
"CD14" 9.6853
"CD151" 7.81331
"CD160" 5.46459
"CD163" 7.88659427914608
"CD164" 11.3977880477905
"CD177" 8.09414
"CD180" 7.09157
"CD19" 6.7558
"CD1A" 8.4171
"CD1B" 7.6778
"CD1C" 7.68595
"CD1D" 5.1221
"CD1E" 7.1761212348938
"CD2" 8.39412
"CD200" 7.4437980388619
"CD207" 6.19093
"CD209" 8.23971366882324
"CD22" 7.97484254228077
"CD226" 5.29389
"CD24" 12.7964946044549
"CD244" 6.87665
"CD247" 7.28274
"CD248" 8.42283
"CD27" 7.26258
"CD28" 6.3774995365445
"CD2AP" 6.81162
"CD2BP2" 8.71286267212612
"CD300A" 8.06878089904785
"CD300C" 6.47147
"CD320" 8.77901
"CD33" 8.01129
"CD34" 7.71063
"CD36" 6.296860188577
"CD37" 6.23709
"CD38" 7.91786
"CD3D" 7.7659
"CD3E" 9.00764
"CD3EAP" 8.49225
"CD3G" 6.94924
"CD4" 8.54933929443359
"CD40" 9.54971644576348
"CD40LG" 8.01986
"CD44" 10.4108416716434
"CD46" 9.05734362007386
"CD47" 10.4566509435498
"CD48" 8.64772
"CD5" 8.98702
"CD52" 7.39133787155151
"CD53" 9.21023
"CD55" 8.9807906616244
"CD58" 8.41522121429443
"CD59" 10.9894020957205
"CD5L" 5.92181
"CD6" 9.12508072642127
"CD63" 10.5123
"CD69" 4.69521
"CD7" 6.80291795730591
"CD70" 7.64984
"CD72" 6.45229
"CD74" 9.33797
"CD79A" 8.14278
"CD79B" 6.43684
"CD80" 7.50198
"CD81" 11.1305
"CD82" 8.29872
"CD83" 9.70872
"CD84" 8.24694538116455
"CD86" 7.03806120261507
"CD8A" 8.50081
"CD9" 10.4169
"CD93" 7.85993051528931
"CD96" 5.54886
"CD97" 7.78642
"CD99" 9.63893153481311
"CDA" 7.16746
"CDADC1" 6.25991
"CDC123" 8.66406
"CDC14A" 8.00872317666596
"CDC14B" 8.32549221681073
"CDC16" 10.1402701627261
"CDC20" 6.76061
"CDC23" 7.37659
"CDC25A" 7.31147336959839
"CDC25B" 8.24541
"CDC25C" 7.3113876063295
"CDC27" 8.06738576281058
"CDC34" 7.30502
"CDC37" 7.76773
"CDC37L1" 7.06672
"CDC40" 8.49573707580566
"CDC42" 9.5363941192627
"CDC42BPA" 9.0409574508667
"CDC42BPB" 6.65587
"CDC42EP1" 7.68067
"CDC42EP2" 8.73853302001953
"CDC42EP3" 7.30654716491699
"CDC42EP4" 9.06350160270511
"CDC42SE1" 10.4382
"CDC45" 7.36386
"CDC5L" 9.38396435509825
"CDC6" 5.78942155838013
"CDC7" 6.20089
"CDC73" 7.80117
"CDCA3" 6.87651
"CDCA4" 8.51816
"CDCA8" 7.41923
"CDCP1" 9.16708
"CDH1" 10.5305309587534
"CDH10" 5.77098
"CDH11" 6.81561756134033
"CDH12" 5.75034
"CDH13" 6.01273
"CDH15" 7.3684024810791
"CDH16" 6.742
"CDH17" 7.03281
"CDH18" 7.15438
"CDH19" 4.9468
"CDH2" 7.03429149867515
"CDH20" 5.66499
"CDH22" 6.608
"CDH3" 9.044
"CDH4" 6.56760002250054
"CDH5" 5.36706
"CDH6" 8.76431483595829
"CDH7" 6.4508
"CDH8" 5.89860820770264
"CDH9" 6.31115
"CDHR1" 6.06299
"CDHR2" 7.0109
"CDHR5" 7.04874858499758
"CDIP1" 6.58954
"CDIPT" 11.2649
"CDK1" 7.67845282772594
"CDK10" 7.63170718656831
"CDK12" 7.8617
"CDK13" 8.48573875427246
"CDK14" 8.89602661132812
"CDK16" 8.42832160759034
"CDK17" 8.75950103063411
"CDK18" 6.97102
"CDK19" 8.77741538916144
"CDK2" 9.02063941955566
"CDK20" 8.11153
"CDK2AP1" 11.2967
"CDK2AP2" 7.76221
"CDK4" 9.07891
"CDK5" 7.43127
"CDK5R1" 7.60312294140418
"CDK5R2" 5.1588
"CDK5RAP1" 8.91444
"CDK5RAP2" 6.90703
"CDK5RAP3" 9.57933
"CDK6" 6.8418025970459
"CDK7" 7.0784
"CDK8" 6.43743
"CDK9" 5.74857
"CDKAL1" 6.31724119186401
"CDKL1" 5.49812
"CDKL2" 7.45496
"CDKL3" 6.86153
"CDKL5" 6.66946
"CDKN1A" 10.8712
"CDKN1B" 8.72901
"CDKN1C" 9.652435925242
"CDKN2A" 7.43615678208129
"CDKN2AIP" 7.36697
"CDKN2B" 4.90285
"CDKN2C" 7.8109662177257
"CDKN2D" 6.6233387828873
"CDKN3" 7.19238
"CDO1" 6.12695
"CDON" 7.95467
"CDR1" 4.51043
"CDR2" 9.35658
"CDR2L" 7.37801
"CDRT1" 7.40885113333151
"CDS1" 7.80906438827515
"CDS2" 8.75299340939561
"CDSN" 8.25507354736328
"CDT1" 5.1205
"CDV3" 8.76583003997803
"CDX1" 8.00322
"CDX2" 7.52309
"CDX4" 6.82894
"CDY1" 4.61504
"CDYL" 9.34615802764893
"CEACAM1" 8.91973660020405
"CEACAM21" 7.3103872760594
"CEACAM3" 8.80376720428467
"CEACAM4" 8.14158
"CEACAM5" 7.90149354934692
"CEACAM6" 8.8835567392546
"CEACAM7" 6.94898493637268
"CEACAM8" 4.61689
"CEBPA" 8.6153
"CEBPA-AS1" 8.30317
"CEBPB" 11.1263
"CEBPD" 11.5638084411621
"CEBPE" 5.87169
"CEBPG" 6.38377
"CEBPZ" 6.17051
"CECR1" 8.65315
"CECR5" 8.38453
"CECR7" 8.74239
"CEL" 5.89776
"CELA2B" 5.48159
"CELA3A" 6.80953988266368
"CELA3B" 7.16183
"CELF1" 9.75577109860812
"CELF2" 8.86564873557712
"CELF3" 8.24977874755859
"CELP" 7.32816
"CELSR1" 7.3274288937549
"CELSR2" 8.33352055341473
"CELSR3" 7.54911364051821
"CEMIP" 7.25426
"CEMP1" 6.03023
"CEND1" 7.69968
"CENPA" 6.67045
"CENPB" 6.54149
"CENPBD1P1" 7.32831
"CENPC" 6.90908
"CENPE" 7.42801
"CENPF" 7.75009584674929
"CENPI" 5.69424819946289
"CENPJ" 6.53508
"CENPM" 6.706
"CENPN" 7.04242324829102
"CENPO" 6.45199
"CENPQ" 5.12819
"CENPT" 7.23855
"CENPU" 8.84434
"CEP104" 8.08621025085449
"CEP112" 5.7728
"CEP131" 6.34806
"CEP135" 6.14732360839844
"CEP152" 5.27924391388992
"CEP162" 6.70673073556866
"CEP164" 7.67169273295759
"CEP170" 7.57079267501831
"CEP170B" 10.1738
"CEP192" 7.28151
"CEP250" 8.47286128997803
"CEP290" 7.64458513259888
"CEP350" 8.47424846027432
"CEP41" 7.09366
"CEP55" 6.2299
"CEP57" 9.37667225041085
"CEP63" 7.77522373199463
"CEP68" 7.8070068872168
"CEP70" 7.90831
"CEP72" 7.60204
"CEP76" 6.9499626159668
"CEP83" 5.86001
"CEP85" 8.57967
"CEP97" 5.59352
"CEPT1" 8.06295
"CER1" 7.40891
"CERK" 8.70849
"CERS2" 10.0512
"CERS4" 7.54058
"CERS6" 7.47389364242554
"CES1P1" 4.89275
"CES2" 9.15649235042336
"CES3" 7.66456971384225
"CETN1" 8.11135
"CETN2" 9.74795
"CETN3" 7.87594
"CETP" 7.26796
"CFAP20" 9.8051
